"id","user_id","city_id","service_id","title","description","price","image_1","image_2","image_3","featured","active","address","landmark","views","created_at","updated_at","name","category_id"
"185","113","502","46","Al Iklas Furniture","Al Iklas Furniture is located in , Gusau, Zamfara. Our company is mainly into Furniture,Furniture & Fittings,Manufacturing and offering Furniture, Furniture And Carpentry Works.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Unguwar Danlatu Paiko Idimu Alimosho Zamfara Nigeria","nan","1","2019-09-09 16:23:45","2022-10-15 15:09:13","Furniture,Furniture & Fittings,Manufacturing","35"
"186","114","502","56","Look Trust","Look Trust is located in Gusau, Zamfara. Our company is mainly into Electricians, Electronic Repair and offering Car Sound System Repair, Radio Repair, Television Repair. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sabon Gari Paiko Idimu Alimosho Zamfara Nigeria","nan","37","2019-09-09 16:23:45","2025-02-09 00:19:53","Auto Services,Automobile,Electricians","34"
"189","115","761","57","Sky Gsm Clinic And Repairs Anka","Sky Gsm Clinic And Repairs Anka is located in Anka, Anka, Zamfara. Our company is mainly into Mobile Phone Repairs, Music and offering Lg Phone Repair, Mobile Phone Repair, Nokia Phone Repair, Producing Music Jingle, Samsung Phone Repair. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Main Road Anka Anka Zamfara Nigeria","Opposite Motorpark","57","2019-09-09 16:23:45","2025-02-04 10:33:37","Entertainment,Mobile Phone Repairs,Music","44"
"192","116","755","58","Waves Internet Cafe","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tudua Wada Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:45","2019-09-09 16:23:45","Cyber Cafes,Office Services","45"
"194","117","760","59","Marafa Investment","Marafa Investment is located in , Zurmi, Zamfara. Our company is mainly into Building Materials,Construction,Property and offering Completed Buildings, Uncompleted Building, Real Estate Consultancy.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Federal Low Cost Zuma Zurmi Zamfara Nigeria","nan","0","2019-09-09 16:23:45","2019-09-09 16:23:45","Building Materials,Construction,Property","46"
"197","118","502","60","Green Alliance Agro-Environmental And General Services","Green Alliance Agro-Environmental And General Services is located in Gusau, Zamfara. Our company is mainly into Waste Management, Industrial Products and offering Agro Environmental Landscaping, Desert Control, Environmental Service, Fumigating, Soil Replenishment. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Gusau Central Park Road Paiko Idimu Alimosho Zamfara Nigeria","nan","0","2019-09-09 16:23:45","2019-09-09 16:23:45","Consulting,Environment Management,Environmental","47"
"200","121","755","61","Abunbauri And Sons Nigerian Limited","Abunbauri And Sons Nigerian Limited is located in Gasau, Gusau, Zamfara. Our company is mainly into foam,Foam Depot,Furniture & Fittings and offering Home And Office Furniture, Uniform Foams.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Canteen Road Gasau Gusau Zamfara Nigeria","nan","7","2019-09-09 16:23:45","2024-05-16 00:21:29","foam,Foam Depot,Furniture & Fittings","48"
"201","122","755","61","Abunbauri And Sons Nigerian Limited","Abunbauri And Sons Nigerian Limited is located in Gasau, Gusau, Zamfara. Our company is mainly into foam,Foam Depot,Furniture & Fittings and offering Home And Office Furniture, Uniform Foams.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Canteen Road Gasau Gusau Zamfara Nigeria","nan","16","2019-09-09 16:23:46","2024-12-20 08:18:53","foam,Foam Depot,Furniture & Fittings","48"
"203","124","755","62","Oak Pensions Limited","The company is a high service aPension Fund Administrator. The company will aim to rapidly secure and retain the highest number of employees whom it proposes to serve with excellent value – added services utilizing highly skilled personnel and state of the art technology.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","2, Sanni Abacha Road, Gada Biyu, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:46","2019-09-09 16:23:46","Financial Services,Pensions","49"
"205","125","502","63","Birnin Magaji And Sons","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tudun Wada Gusau Paiko Idimu Alimosho Zamfara Nigeria","Opposite NITEL Office ","0","2019-09-09 16:23:46","2019-09-09 16:23:46","Building Contractors,Construction,Construction Companies","50"
"208","126","755","64","M D Bookshop","M D Bookshop is located in Tudun Wada, Gusau, Zamfara. Our company is mainly into Beverages,Book Shop,Drinks and offering Pepsi, Recharge Cards, Soft Drinks.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sanni Abacha Road Tudun Wada Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:46","2019-09-09 16:23:46","Beverages,Book Shop,Drinks","23"
"211","129","502","65","Blessed Success Boutique","Blessed Success Boutique is located in Takeruwa Street, Gusau, Zamfara. Our company is mainly into Boutiques, Children Boutiques, Clothing and offering Fairly Used Refrigerator, Ladies Casual Wears, Ladies Corporate Wears, . If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","2, Takeruwa Street, Paiko Idimu, Alimosho, Zamfara, Nigeria","nan","1","2019-09-09 16:23:46","2024-07-30 21:06:22","Boutiques,Children Boutiques,Clothing","51"
"214","130","755","66","Skk 83 Nigeria","Skk 83 Nigeria is located in , Gusau, Zamfara. Our company is mainly into Recharge Card Dealers,Recharge cards,Telecom and offering Recharge Cards.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Hayin Malan Sani Road Gada Biyu Gusau Zamfara Nigeria","Behind Gusau Hotel","1","2019-09-09 16:23:46","2024-11-27 11:24:43","Recharge Card Dealers,Recharge cards,Telecom","52"
"215","131","755","66","Skk 83 Nigeria","Skk 83 Nigeria is located in , Gusau, Zamfara. Our company is mainly into Recharge Card Dealers,Recharge cards,Telecom and offering Recharge Cards.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Hayin Malan Sani Road Gada Biyu Gusau Zamfara Nigeria","Behind Gusau Hotel","0","2019-09-09 16:23:47","2019-09-09 16:23:47","Recharge Card Dealers,Recharge cards,Telecom","52"
"221","135","763","19","First Bank Nigeria Plc","First Bank Nigeria Plc is a Nigerian bank and financial services company office in Daki Takwas Road, Anka, Zamfara, Nigeria. We are the largest bank in Nigeria by our assets, our clear objective is to provide quality services in banking sector. Our services are individual banking and e banking, deposit accounts, finance to corporate and SMEs etc. ","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","1, Daki Takwas Road, VGC Busstop, Ibeju Lekki, Zamfara, Nigeria","nan","11","2019-09-09 16:23:47","2025-02-09 05:41:17","ATMs,Banks,Microfinance Banks","3"
"222","136","755","67","Stanbic Ibtc Bank Nigeria Plc","<p style=""text-align:justify"">We offer all our clients a wide range of personal and commercial banking products through over 180 branches spread across every state in Nigeria and our online banking platforms. We offer current, savings, and domiciliary accounts; personal loans, vehicle and asset finance; masterCard debit cards, visa credit cards; home loans; internet banking; small and medium scale enterprise (SME) loans and the award-winning *909# MobileMoney. We cater for both individuals and businesses through carefully designed retail and business banking products. We also offer self-service channels powered by sophisticated technology to bring convenient banking to customers. Our clients can also get custodial services through Stanbic Nominees Nigeria Limited, our custody arm and non-pension asset custodian, acting in a nominee capacity for clients&rsquo; transactions in securities and other investments. We are a key player in financial inclusion and are poised to take banking to the doorsteps of our customers; taking care of the banking needs of different categories of persons and businesses.</p>
","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","10, Sanni Abacha Road, Gusau, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:47","2019-09-09 16:23:47","Atms,Banks,Financial Services","3"
"225","137","755","68","Federal Mortgage Bank Of Nigeria","Federal Mortgage Bank of Nigeria (FMBN) is a mortgage bank office in Sanni Abacha Way, Gusau, Zamfara, Nigeria. We provide mortgage loans for estate developers, purchasing or renovating houses etc.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sanni Abacha Way Gada Biyu Gusau Zamfara Nigeria","nan","4","2019-09-09 16:23:47","2024-11-20 22:16:22","Banks,Financial Services,Microfinance Banks","53"
"229","139","764","19","First Bank Nigeria Plc","First Bank Nigeria Plc is a Nigerian bank and financial services company office in Gummi, Gumi, Zamfara, Nigeria. We are the largest bank in Nigeria by our assets, our clear objective is to provide quality services in banking sector. Our services are individual banking and e banking, deposit accounts, finance to corporate and SMEs etc. ","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","1, Secretariat Road, Gummi, Gumi, Zamfara, Nigeria","nan","0","2019-09-09 16:23:47","2019-09-09 16:23:47","ATMs,Banks,Microfinance Banks","3"
"231","141","765","69","Maigoro Drinks","Maigoro Drinks is located in Kaura, Birnin Magaji/Kiyaw, Zamfara. Our company is mainly into Beverages,Clothing,Drinks and offering Cocktails, Mens Wears, Soft Drinks.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Zawuyya Bimagaji Kaura Birnin Magaji/Kiyaw Zamfara Nigeria","nan","0","2019-09-09 16:23:48","2019-09-09 16:23:48","Beverages,Clothing,Drinks","23"
"235","142","755","70","Nas Farm","Nas Farm is located in Gasau, Gusau, Zamfara. Our company is mainly into Agriculture & Farms,Food,Meat Dealers and offering Poultry Chickens, Poultry Eggs, Poultry Farms.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","21, Bakinkanwurin Sarki Street, Gasau, Gusau, Zamfara, Nigeria","nan","1","2019-09-09 16:23:48","2024-01-18 18:41:12","Agriculture & Farms,Food,Meat Dealers","38"
"238","144","758","71","Shadow Printing Press","Shadow Printing Press is located in , Shinkafi, Zamfara. Our company is mainly into Marketing,Office Services,Printers and offering Printing Press, Books Printing, Designing Of Complimentary Cards, Designing Of Invitation Card.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Sabon Dunni Road  Shinkafi Zamfara Nigeria"," Shinkafi Roundabout","0","2019-09-09 16:23:48","2019-09-09 16:23:48","Marketing,Office Services,Printers","9"
"240","146","755","72","Crown Copier Computer Bussines Center","Crown Copier Computer Bussines Center is located in Gusau, Zamfara. Our company is mainly into Business Centres, Computer Repairs & Services and offering Lamination, Spiral Binding, Typesetting. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Oando Filling Station Gada Biyu Gusau Zamfara Nigeria","Near Oando Filling Station","0","2019-09-09 16:23:48","2019-09-09 16:23:48","Business Centres,computer hardware,Computer Repairs & Services","24"
"244","147","755","73","Ejitex","Ejitex is located in Gusau, Gusau, Zamfara. Our company is mainly into Clothing,Gardening & Landscaping,Household Services and offering Ankara Fabrics, Carpet Grass, Rugs.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","3C, Kaura Namoda Road, Gusau, Gusau, Zamfara, Nigeria","nan","17","2019-09-09 16:23:48","2025-01-28 17:33:55","Clothing,Gardening & Landscaping,Household Services","28"
"248","148","755","74","Raw Materials Research And Development Council (RMRDC)","The Raw Materials Research and Development Council (RMRDC) was established at a time when dwindling foreign exchange earnings from petroleum was expended to import raw materials and products which were available or could be competitively produced in Nigeria.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Gidan Sambo House Gada Biyu Gusau Zamfara Nigeria","Opposite Central Police Station","0","2019-09-09 16:23:48","2019-09-09 16:23:48","Federal Government Regulatory Offices,Government Offices,Marketing","10"
"251","149","755","72","Crowncopier Business Center","Crowncopier Business Center is located in Tudun Wada Roundabout, Gusau, Zamfara. Our company is mainly into Business Centres, computer hardware, Computer Repairs & Services and offering Photocopiers, Computer Repairs And Services, Computer Typesetting, Lamination Services. If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Tudun Wada Roundabout Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:48","2019-09-09 16:23:48","Business Centres,computer hardware,Computer Repairs & Services","24"
"253","150","755","12","National Youth Service Corps","The NYSC scheme was created in a bid to reconstruct, reconcile and rebuild the country after the Nigerian Civil war. The unfortunate antecedents in our national history gave impetus to the establishment of the National Youth Service Corps by decree No.24 of 22nd May 1973 which stated that the NYSC is being established ""with a view to the proper encouragement and development of common ties among the youths of Nigeria and the promotion of national unity"".","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," NYSC Secretariat Sokoto Road P.M.B 1026 Gada Biyu Gusau Zamfara Nigeria","Opposite Immigration Office","0","2019-09-09 16:23:49","2019-09-09 16:23:49","Federal Government Regulatory Offices,Government Offices","10"
"257","152","755","76","Industrial Training Fund","Industrial Training Fund is located in , Gusau, Zamfara. Our company is mainly into Alcoholic Drink,Beverages,Consulting and offering Alcoholic And Non-Alcoholic Drinks, Educational Training, Engineering And Technology, Government Services.
 If you have any questions, do feel free to contact us on the details in our profile or view our website for more details.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Zaria Road Gada Biyu Gusau Zamfara Nigeria","Opp. Kasua Kanawa  littafai House","2","2019-09-09 16:23:49","2024-11-29 17:48:53","Alcoholic Drink,Beverages,Consulting","54"
"260","153","755","77","Nigeria Export Promotion Council","The Nigerian Export Promotion Council (NEPC) was established to enhance the performance and minimizing bureaucratic bottlenecks and increasing autonomy in dealing with members of the Organised private sector. The Council has a governing Board drawn from both the Public and the Private sectors.
its was organised to facilitate exports to promote sustainable economic development in the country","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Layin A.A Master Unguwar Mallamai Gada Biyu Gusau Zamfara Nigeria","Off Kauran Namoda Road","0","2019-09-09 16:23:49","2019-09-09 16:23:49","Federal Government Regulatory Offices,Government Offices,Regulatory Bodies","10"
"263","156","755","78","Nicon Insurance Plc","Nicon Insurance Plc is one of the top insurance company office in Sokoto/Zaria Road, Gusau, Zamfara, Nigeria. We established in 1965 and now one of the leading insurance company provide in auto and vehicle insurance, life insurance and pension plans, goods on transit insurance, marine insurance, plants and equipment insurance etc.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1","10, Sokoto/Zaria Road, Gada Biyu, Gusau, Zamfara, Nigeria","nan","0","2019-09-09 16:23:49","2019-09-09 16:23:49","Insurance,Insurance Consultants,Risk Management","55"
"266","157","755","19","Union Bank of Nigeria Plc","Union Bank of Nigeria Plc is a commercial bank in Nigeria and it was rated 14th largest bank in all over Africa, office in Bank Road, Gusau, Zamfara, Nigeria. We are commercial bank, serving individuals, small and medium-sized companies, as well as large corporations and organizations. Our services are individual banking and e banking, deposit accounts, finance to corporate and SME’s etc.","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Bank Road Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:49","2019-09-09 16:23:49","ATMs,Banks,Microfinance Banks","3"
"269","158","755","79","Mega Data View Computers","nan","1000.00","unavailable.png","unavailable.png","unavailable.png","0","1"," Beside Uba Plc Gidan Sambo Gada Biyu Gusau Zamfara Nigeria","nan","0","2019-09-09 16:23:50","2019-09-09 16:23:50","Business Centres,Cyber Cafes,Education","24"
